"right.node"	"left.node"	"event"	"left.date"	"right.date"	"midpoint.date"	"left.BT_node"	"left.origin"	"left.leaves_count"	"right.BT_node"	"right.origin"	"right.leaves_count"
"1020"	1020	"spe"	1380.55	1380.55	1380.55	84	"marine_shallow"	7	"84"	"marine_shallow"	7
"876"	881	"hgt"	793.275	648.9575	721.11625	243	"not_sure"	2	"88"	"marine_shallow"	3
"876"	876	"spe"	648.9575	648.9575	648.9575	88	"marine_shallow"	3	"88"	"marine_shallow"	3
"1640"	1640	"spe"	2762.345	2762.345	2762.345	51	"terrestrial"	23	"51"	"terrestrial"	23
"1675"	1675	"spe"	3012.98	3012.98	3012.98	5	"not_sure"	9	"5"	"not_sure"	9
"1630"	1630	"spe"	2705.185	2705.185	2705.185	511	"terrestrial"	16	"511"	"terrestrial"	16
"1350"	1350	"spe"	1912.015	1912.015	1912.015	684	"not_sure"	15	"684"	"not_sure"	15
"1171"	1171	"spe"	1632.18	1632.18	1632.18	688	"marine_shallow"	11	"688"	"marine_shallow"	11
"889"	889	"spe"	881.825	881.825	881.825	696	"marine_shallow"	3	"696"	"marine_shallow"	3
"1648"	1648	"spe"	2820.665	2820.665	2820.665	569	"not_sure"	29	"569"	"not_sure"	29
"1366"	1366	"spe"	1956.375	1956.375	1956.375	454	"terrestrial"	2	"454"	"terrestrial"	2
"1292"	1292	"spe"	1817.625	1817.625	1817.625	662	"marine_shallow"	8	"662"	"marine_shallow"	8
"1466"	1466	"spe"	2154.635	2154.635	2154.635	500	"not_sure"	6	"500"	"not_sure"	6
"1281"	1281	"spe"	1796.445	1796.445	1796.445	37	"not_sure"	4	"37"	"not_sure"	4
"1120"	1120	"spe"	1563.065	1563.065	1563.065	582	"not_sure"	9	"582"	"not_sure"	9
"1037"	1037	"spe"	1403.32	1403.32	1403.32	583	"not_sure"	8	"583"	"not_sure"	8
"898"	898	"spe"	951.694	951.694	951.694	589	"not_sure"	2	"589"	"not_sure"	2
"1258"	1258	"spe"	1761.17	1761.17	1761.17	329	"not_sure"	7	"329"	"not_sure"	7
"1145"	1145	"spe"	1589.61	1589.61	1589.61	261	"marine_shallow"	9	"261"	"marine_shallow"	9
"1067"	1171	"los"	1632.18	1472.31	1552.245	688	"marine_shallow"	11	"263"	"marine_deep"	7
"920"	920	"spe"	1076.3105	1076.3105	1076.3105	268	"not_sure"	2	"268"	"not_sure"	2
"1041"	1041	"spe"	1416.635	1416.635	1416.635	602	"terrestrial"	3	"602"	"terrestrial"	3
"940"	940	"spe"	1174.55	1174.55	1174.55	603	"terrestrial"	2	"603"	"terrestrial"	2
"1322"	1410	"los"	2039.37	1871.67	1955.52	125	"not_sure"	9	"22"	"not_sure"	2
"1414"	1414	"spe"	2041.27	2041.27	2041.27	493	"not_sure"	8	"493"	"not_sure"	8
"1418"	1457	"hgt"	2131.765	2043.565	2087.665	153	"not_sure"	4	"21"	"not_sure"	2
"1418"	1418	"spe"	2043.565	2043.565	2043.565	21	"not_sure"	2	"21"	"not_sure"	2
"903"	1037	"hgt"	1403.32	994.0835	1198.70175	583	"not_sure"	8	"65"	"marine_shallow"	2
"903"	903	"spe"	994.0835	994.0835	994.0835	65	"marine_shallow"	2	"65"	"marine_shallow"	2
"903"	1037	"los"	1403.32	994.0835	1198.70175	583	"not_sure"	8	"65"	"marine_shallow"	2
"1156"	1156	"spe"	1604.15	1604.15	1604.15	276	"not_sure"	2	"276"	"not_sure"	2
"1156"	1366	"hgt"	1956.375	1604.15	1780.2625	454	"terrestrial"	2	"276"	"not_sure"	2
"1062"	1062	"spe"	1460.73	1460.73	1460.73	354	"marine_shallow"	5	"354"	"marine_shallow"	5
"939"	939	"spe"	1179.98	1179.98	1179.98	356	"not_sure"	3	"356"	"not_sure"	3
