GCA_001515205.2	C
GCA_001771365.1	C
GCA_001771545.1	C
GCA_018817195.1	C
GCA_013204645.1	C
GCA_018814265.1	B
GCA_016219705.1	C
GCA_016932255.1	C
GCA_002774365.1	C
GCA_001771575.1	C
GCA_001771615.1	C
GCA_001772335.1	C
GCA_016939335.1	C
GCA_001771505.1	C
GCA_001771535.1	C
GCA_016223245.1	C
GCA_009772965.1	C
GCA_903930225.1	C
GCA_016223205.1	C
GCA_001771585.1	C
GCA_013202975.1	C
GCA_018813405.1	B
GCA_018823125.1	B
GCA_022709925.1	C
GCA_001783275.1	C
GCA_020719045.1	C
GCA_903902445.1	B
GCA_003242895.1	C
GCA_002296285.1	B
GCA_023262965.1	C
GCA_018700055.1	B
GCA_902558105.1	B
GCA_013215865.1	A
GCA_002716725.1	B
GCA_003265895.1	B
GCA_003265975.1	C
GCA_018698675.1	B
GCA_024225875.1	B
GCA_009691415.1	C
GCA_945888435.1	C
GCA_010028705.1	C
GCA_903864835.1	C
GCA_023249195.1	C
GCA_002433595.1	B
GCA_018646105.1	B
GCA_945888995.1	C
GCA_003864455.1	C
GCA_023249225.1	C
